Filename;Index;DataIndex;Time (s);Frequency (Hz);-Z'' (Ω);Z (Ω);-Phase (°);Z' (Ω)
;53;53;508,79846458;1,24999993338662;10578,0126874064;12059,4628384642;61,3010004724084;5791,05271409003
;54;54;509,89450082;0,999999733546472;12166,6197976059;14325,7321468157;58,1339140587849;7563,06579654143
;55;55;514,63845652;0,794818438122252;13991,6391626585;16187,3668208705;59,8091903937039;8140,32420333384
;56;56;517,24830522;0,631326106343912;15908,6231755038;18689,6943155968;58,3421681857733;9809,19885975793
;57;57;520,225139;0,501463762453483;18534,6301693602;21781,364660699;58,3140352067467;11440,9497406199
;58;58;523,6799339;0,398313917604931;21313,6898817608;25388,3775172952;57,0879688280056;13794,7938217586
;59;59;527,71661598;0,31638158951786;25236,2529019505;29879,4295800637;57,629414931258;15997,2451221697
;60;60;532,48818878;0,251302624682709;28909,424063704;34709,8041006288;56,3966920160868;19209,7813888905
;61;61;538,19515698;0,199610285070635;31878,1204370329;37964,8452576551;57,1057857410319;20618,314985462
;62;62;545,0826186;0,158550862292465;36362,9784087235;45535,1462644229;52,99371476861;27407,7242136061
;63;63;553,45771086;0,125937305794236;42164,8408098222;52252,0518563178;53,7990879179081;30861,0291901887
;64;64;563,69113438;0,100032338576458;44223,9926092327;57934,6521614839;49,7597739453183;37425,4244968666
;65;65;576,27323588;0,0794557313665273;48383,352964347;68764,5397568813;44,7172811272526;48863,2078756924
;66;66;591,83775954;0,0631118272592439;61584,297411686;78565,6970469122;51,6151183011788;48784,6601379593
;67;67;611,10925194;0,0501298561266415;51141,7924140924;85049,3503554097;36,964424361495;67955,1989515969
;68;68;635,0832098;0,0398184598826237;70425,1193980846;98661,582011135;45,5453407436936;69097,1079185334
;69;69;665,00662298;0,0316276784463699;95466,0214923998;118993,591821516;53,3482543031674;71033,1868565551
;70;70;702,30919942;0,025121949118212;55331,06070363;113651,136826944;29,1337533687563;99272,6277655022
;71;71;748,98409376;0,0199545270409918;89662,8704333469;142260,182693042;39,0703282270582;110446,952178458
;72;72;807,5063352;0,0158497216315589;92312,8452150395;141664,79921211;40,6645097326887;107458,149733334
;73;73;880,75692502;0,0125893962687091;138644,832063409;175172,932001492;52,3234790425614;107066,178824634
;74;74;972,5065849;0,00999982325249341;80226,8560248586;163821,057955969;29,3223431242621;142832,036330017
