Filename;Index;DataIndex;Frequency (Hz);Time (s);-Z'' (Ω);Z (Ω);-Phase (°);Z' (Ω)
;58;58;0,199526085755936;309,70065313;14480,0191790944;18428,2907159213;51,7900458664774;11398,7255113705
;59;59;0,158489045074078;316,60052883;16333,0509899076;21051,9648689645;50,8816599878802;13282,1937271368
;60;60;0,125892186330241;324,99828113;18177,1542620093;23913,1469688997;49,4758583350795;15538,0069793817
;61;61;0,0999996536104142;335,23635049;20305,3509571594;27236,1822361287;48,2045159198436;18152,199461944
;62;62;0,0794326387274748;347,83251943;22759,4849283091;30929,8512195078;47,3784156507314;20944,2484290784
;63;63;0,0630954847762221;363,41190201;25218,6729870654;34798,1721424793;46,444942828084;23977,7254390212
;64;64;0,0501184874428002;382,69759845;27753,6714976562;39118,566533526;45,1922710158339;27568,0243404943
;65;65;0,0398106439124828;406,68828127;30498,2636781916;43695,2805639059;44,2648548753593;31291,1082605579
;66;66;0,0316227046471893;436,62802505;33274,7748173409;48857,7526068393;42,9260724925584;35775,2617131779
;67;67;0,0251187516758817;473,93797449;36425,9339526787;54286,301461896;42,1440441211875;40251,1349167565
;68;68;0,0199523954127716;520,62893587;40037,5573807068;60645,5679519821;41,3143144090259;45550,8387541337
;69;69;0,0158486558174488;579,16163127;43853,0719639115;67401,0383990149;40,5890445404888;51184,0605715635
;70;70;0,0125890409973391;652,41196405;48813,893955538;75072,3559280453;40,5585392486112;57035,6237932453
;71;71;0,00999982325249341;744,16836553;52749,0930211386;82117,206340804;39,9682835834333;62934,6388141336
